UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 23,"Phr,Zainab,HangZainabRapistPublicly,JusticeForZainab","Phr inna lillahi wa inna elihi rajeon 
it will be a greater tragedy than the #Zainab murder if the killer will be free on condition of mental sickness 
#HangZainabRapistPublicly 
#JusticeForZainab pic.twitter.com/ARhjFBIq2y",,
,,Jan 23,"every,zainab,HangZainabRapistPublicly,JusticeForZainab","every Pakistani who got a kind heart, was in pain since last half of month , it was effort of institutions, to find the rapist of #zainab 
now it is a demand of whole nation to #HangZainabRapistPublicly
to protect and to be safe all zainab in Pakistan  #JusticeForZainab pic.twitter.com/KFCNwoALvr",,
,,Jan 23,"Replug:,JusticeForZainab","Replug: Chief Minister Punjab @CMShehbaz held a press conference and formally announced the arrest of the suspected child killer, Muhammad Imran Ali. #JusticeForZainab pic.twitter.com/EFUjvdFE9t",,
,,Jan 23,"#ZainabMurderCase,JusticeForZainab","#ZainabMurderCase
Allah is the Supreme Judge, only he can do justice
But we're also given a duty
""And if you judge, judge between them with equity; surely Allah loves those who judge equitably” Quran[5:42]
@JRominaa @pid_gov @CMShehbaz
We are from India & demand
#JusticeForZainab",,
,,Jan 23,"watch,JusticeForZainab,KharaSach","watch how the doctors spinned on they words and stated the medical report for Kainat Batool is incorrect
#JusticeForZainab 
Watch #KharaSach with @mubasherlucman 
Tuesday 23rd January 2017
Full: http://youtu.be/uB9PqmvfwZc pic.twitter.com/4tbaicWy8T",,
,,Jan 23,"Watch,JusticeForZainab,KharaSach","Watch to find out what happened to this ladies husband and still hasnt been given justice
#JusticeForZainab 
Watch #KharaSach with @mubasherlucman 
Tuesday 23rd January 2017
Full: http://youtu.be/uB9PqmvfwZc pic.twitter.com/5UEmDW5DKv",,
,,Jan 23,"Imran,JusticeForZainab","Imran Ali Naqshbandi, the alleged serial rapist and serial killer from Kasur. #JusticeForZainab 
Another monster who sold religion during the day and raped and murdered our kids at night. pic.twitter.com/gCE2mZ7ef4",,
,,Jan 23,"Imran,Kasur,JusticeForZainab","Imran Ali Naqshbandi, the man believed to be 8-year-old Zainab's rapist and murderer. Says he raped children because he was possessed by jinns/demons #Kasur #JusticeForZainab pic.twitter.com/FiR0SL2KP6",,
,,Jan 23,"#ZainabMurderCase,خادم_ناکارہ_شہبازشریف,JusticeForZainab","#ZainabMurderCase 
shehbaz sharif shameless act! 
You Don't let Zainab father speak!
Tum Zalim ho. 
#خادم_ناکارہ_شہبازشریف 
I want to say #JusticeForZainab justice for everyone pic.twitter.com/1bvdZbDQit",,
,,Jan 23,"Well,ZainabMurderCase,JusticeForNaqeeb,JusticeForZainab,Lahore,KasurChildAbusepic.twitter.com/qBgnVlTgSM",Well this wasnt fair at all whether done intentionally or unintentionally. Zainab’sbfather was supposed to be given full time to speak his heart out. #ZainabMurderCase #JusticeForNaqeeb #JusticeForZainab #Lahore #KasurChildAbusepic.twitter.com/qBgnVlTgSM,,
,,Jan 23,"Should,JusticeForZainab,ZainabMurderCase,HangZainabRapistPublicly,HangChildRapistPublicly","Should Zainab's  murderer be hanged in the public place?
 
#JusticeForZainab 
#ZainabMurderCase #HangZainabRapistPublicly 
#HangChildRapistPublicly",,
,,Jan 23,During,"During press conference CM Punjab has tried to mute the mike while Zainab's father wanted to answer a question asked by a journalist, then someone took the mike away.. why @CMPunjabOffice ?#JusticeForZainab https://twitter.com/javerias/status/955866720794791936 …",,
,,Jan 23,"What,Zainab',Shehbazsharif,JusticeForZainab,ZainabMurderCasepic.twitter.com/9GRu3SJdIX","What #Zainab' father want to say?Wh #Shehbazsharif muted his mike?
#JusticeForZainab #ZainabMurderCasepic.twitter.com/9GRu3SJdIX",,
,,Jan 23,"Reality,IK,JusticeForZainab,Zainab,ZainabMurderCase,ZainabMurderCase","Reality VS Presentation on Media. This is why we call them killers. 
#IK & @ShkhRasheed sent LA'AANAT on such people in our Parliaments as leaders. 
#JusticeForZainab #Zainab #ZainabMurderCase https://twitter.com/MashwaniAzhar/status/955853082339966976/video/1 …
#ZainabMurderCase",,
,,Jan 23,"Every,Justice4Zainab,ZainabMurderCase,JusticeForZainab","Every one is laughing except her father !!
#Justice4Zainab 
#ZainabMurderCase 
#JusticeForZainab pic.twitter.com/JVx6d7YPQb",,
,,Jan 23,"This,Justice4Zainab,ZainabMurderCase,JusticeForZainab","This attitude is shameful.
#Justice4Zainab 
#ZainabMurderCase 
#JusticeForZainab pic.twitter.com/jO5IJy7vIw",,
,,Jan 23,"I,Zainab,ShabazSharif,PMLN,ZainabMurderCase,JusticeForZainab",I do not believe for a second that the arrested guy was the killer of #Zainab He has been forced to confess so #ShabazSharif #PMLN can play poltics over #ZainabMurderCase #JusticeForZainab will be served !,,
,,Jan 23,"This,ZainabMurderCase,JusticeForZainab","This Pakistani Journalist’s Attempt To “Joke” About Zainab’s Rape Just Backfired Really Badly
#ZainabMurderCase #JusticeForZainab 
http://bit.ly/2DEYGPa",,
,,Jan 23,"Zainab's,JusticeForZainab",Zainab's killer was caught. #JusticeForZainab http://www.aljazeera.com/news/2018/01/police-arrest-suspected-rapist-killer-zainab-ansari-180123095759526.html …,,
,,Jan 23,"A,ZainabMurderCase,JusticeForZainab","A moment of shame for these heartless people.  Yeh moqa khushi ka nahin... uss majboor baap ki ankhen parh lo
#ZainabMurderCase #JusticeForZainab pic.twitter.com/T2L0DfzPN2",,
,,Jan 23,"This,JusticeForZainab.","This picture explains how seriously they take #JusticeForZainab. Insensitive leaders, totally out of touch with grassroots. pic.twitter.com/7zBXaTYrBB",,
,,Jan 23,"Beards,JusticeForZainab","Beards matter. Babies don't.
#JusticeForZainab https://twitter.com/NadeemfParacha/status/955845637618176000 …",,
,,Jan 23,"Live,KasurChildAbuse,JusticeForZainab","Live @BOLNETWORK today discussion on #KasurChildAbuse 
#JusticeForZainab pic.twitter.com/4rA8iekWH4",,
,,Jan 23,"shamefull,ZainabMurderCase,JusticeForZainab",shamefull act of cm punjab shobaz shareef switchin off mics..very heartbreaking to see zainab's father.. #ZainabMurderCase #JusticeForZainab @AseefaBZ @BakhtawarBZ @BBhuttoZardari @Majid_Agha @SassuiPalijo @NazBaloch_ @NEWS_BILAWAL @MediaCellPPPpic.twitter.com/ubOMxZYq7l,,
,,Jan 23,#JusticeForZainab,"#JusticeForZainab 
Too little, too late. https://twitter.com/MaryamNSharif/status/955845270062927872 …",,
,,Jan 23,"We,,HangZainabRapistPublicly,JusticeForZainab,ZainabMurderCase,JusticeForAllChildrenpic.twitter.com/Ji7ZgJ5WeH","We, the Pakistani nation demands #HangZainabRapistPublicly following  the Sharia rule mentioned below. Only then we could say that #JusticeForZainab and for all girls has been finally served. #ZainabMurderCase #JusticeForAllChildrenpic.twitter.com/Ji7ZgJ5WeH",,
,,Jan 23,"Kill,ZainabMurderCase,JusticeForZainab","Kill him, kill him again, kill him untill or unless no one in this country can dare to do this sort of thing! @CMShehbaz 
#ZainabMurderCase #JusticeForZainab pic.twitter.com/vHKodsqF4n",,
,,Jan 23,"Rape,JusticeForZainab","Rape is one of the most terrible crimes on Earth and it happens every few minutes.  Let's raise your voice against this evil  Its not child abuse resulting in death its murder .
#JusticeForZainab",,
,,Jan 23,"They,JusticeForZainab","They could've made this #JusticeForZainab press conference a whole lot more than a thank-you-fest. 
But when professionals work for the same political master for decades, they become unimaginative nokars. 
Thanks but no thanks. You can take your forensic lab and shove it.",,
,,Jan 23,"#JusticeForZainab,Zainab,ZainabMurderCasepic.twitter.com/KkpVci94uT",#JusticeForZainab -The alleged Killer has been caught and his DNA has matched the crime scene- @CMShehbaz continues monitor the case- Punjab Police and Forensics Science Agency have completed the first phase of their assigned task- #Zainab #ZainabMurderCasepic.twitter.com/KkpVci94uT,,
,,Jan 23,".@GovtofPunjab,JusticeforZainab,ZainabMurderCasepic.twitter.com/kmZNXp3wPp",.@GovtofPunjab successfully solved Zainab’s case using its state of the art Punjab Forensic Science Agency which provided forensic analysis on the suspect’s DNA tests: @CMShehbaz #JusticeforZainab #ZainabMurderCasepic.twitter.com/kmZNXp3wPp,,
,,Jan 23,"""Let's,JusticeForZainab","""Let's not do politics on dead body. Let's work together to face the challenges"" @CMShehbaz #JusticeForZainab",,
,,Jan 23,"""I,JusticeForZainab","""I also request KP government to find the culprit involved in case of Asma. Punjab will provide all the technical support and Forensic lab to help KP government in this regard"" @CMShehbaz #JusticeForZainab",,
,,Jan 23,"""I,JusticeForZainab","""I appeal to the political parties and leaders to avoid doing politics on such tragic incidents"" @CMShehbaz #JusticeForZainab",,
,,Jan 23,"#ZainabMurderCase,JusticeForZainab","#ZainabMurderCase
Slogan #JusticeForZainab can only meaningful if such cases stopped",,
,,Jan 23,"The,JusticeForZainab","The Police Says They’ve Arrested Zainab’s Murderer And People Are Demanding Immediate Punishment
#JusticeForZainab 
http://bit.ly/2ruSYKJ",,
,,Jan 23,"Man,JusticeForZainab",Man suspected of rape and murder of Zainab Ansari arrested in Pakistan​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ http://bit.ly/2n3Hmce   #JusticeForZainab pic.twitter.com/kJlmazv9EA,,
,,Jan 23,"Great,JusticeForZainab","Great news! Zainabs murderer held,  now should be hanged in public with in no time,  this should be an example.  Enough is enough!  
#JusticeForZainab",,
,,Jan 23,"Just,HangZainabRapist,ZainabMurderCase,JusticeForZainab","Just an opinion: 
There is no resemblance whatsoever 
First watch two of the CCTV footage screen-shots, last two are the “supposed” culprit 
please look into it
#HangZainabRapist 
#ZainabMurderCase 
#JusticeForZainab pic.twitter.com/uJ7JCdPcQj",,
,,Jan 23,"Culprit,JusticeForZainab,ZainabMurderCasepic.twitter.com/Fk7ki2lelX","Culprit of Zainab's murder case has been arrested. There must be public hanging of the rapist to prevent other kids and to deter anyone from even thinking about such a crime.
#JusticeForZainab 
#ZainabMurderCasepic.twitter.com/Fk7ki2lelX",,
,,Jan 23,"How,Punjab,JusticeForZainab","How many provinces have installed CCTV cameras in small cities?
How many provinces have State of the art Forensic Facility? #Punjab #JusticeForZainab",,
,,Jan 23,"#ZainabMurderCase,JusticeForZainab","#ZainabMurderCase The killer was neighbour, who confesses, he must be hanged publicly...
RETWEET OF AGREED
#JusticeForZainab
@ShkhRasheedpic.twitter.com/QPgK6gwYDe",,
,,Jan 23,Just,"Just talked to Zainabs brother, the main accused has been caught and confirmatory reports will be released in 4 hours.He is a neighbour but not a relative,as circulating.He was allegedly arrested before too but due to his medical condition(seizures)was released.#JusticeForZainab",,
,,Jan 23,"Punjab,JusticeForZainab,ZainabZindaHaihttps://www.geo.tv/latest/178248-police-claim-to-apprehend-zainabs-killer?5a6702d252c53",Punjab government spokesperson confirms suspect Imran has been arrested #JusticeForZainab #ZainabZindaHaihttps://www.geo.tv/latest/178248-police-claim-to-apprehend-zainabs-killer?5a6702d252c53 …,,
,,Jan 23,"The,JusticeForZainab,JusticeForKainatpic.twitter.com/cqMnvQFjHd","The beast !! Hang him. Reportedly claimed of doing all this on the advice of his ""Pir"". If true claim, nab the Pir. Hang him too ! 
#JusticeForZainab #JusticeForKainatpic.twitter.com/cqMnvQFjHd",,
,,Jan 23,"Excellent,JusticeForZainab","Excellent work by Punjab Police and Forensic Facility .. I was the first one who pointed out a serial killer pattern,  apolitical Backing, FBI kind Investigation wing and motives for future prevention! #JusticeForZainab",,
,,Jan 23,"So,JusticeForZainab,NeverForgetZainabpic.twitter.com/ETdaziBn7L","So as the facts presented, ZAINAB'S killer has been arrested. But the question is, are they saying the truth or just to lessen the pressure on them ?
I don't believe them after all they've done. Do you?
#JusticeForZainab #NeverForgetZainabpic.twitter.com/ETdaziBn7L",,
,,Jan 23,"Another,JusticeForZainab",Another picture of beast who murdered Zainab. Retweet if you want to see him hanging publicly on the streets on Kasur. #JusticeForZainab pic.twitter.com/aDJ25p71uq,,
,,Jan 23,"Evil,JusticeForZainab",Evil Has a Face. #JusticeForZainab pic.twitter.com/41bp4f0d3o,,
,,Jan 23,"#ZainabMurderCase,JusticeForZainab","#ZainabMurderCase The killer has been arrested, named IMRAN.
The DNA has matched. 
No one trusts Showbaz Shareef and Punjab police so the culprit must be hanged publicly...
#JusticeForZainab
@ShkhRasheedpic.twitter.com/cV0VXyqZtF",,
,,Jan 23,"Now,JusticeForZainab",Now see the picture of killer of Zainb with thin beard! #JusticeForZainab pic.twitter.com/BAkizCkm77,,
,,Jan 23,"#BREAKING,Zainab,JusticeForZainab","#BREAKING : Rapist & Murderer of #Zainab was her own neighbour named Imran- he confessed his heinous acts & his DNA samples are identical to culprit's. Civil society must continue uproar till public persecution for this beast is granted!
#JusticeForZainab",,
,,Jan 23,"MAN,JusticeForZainab","MAN ACCUSED IN ZAINAB MURDER CASE ARRESTED - Sources
The DNA samples obtained from suspect matched the samples taken from Zainab’ body.
The Main culprit was a neighbour named imran. 
#JusticeForZainab pic.twitter.com/nYhjFzsFp4",,
,,Jan 23,"Zainab’s,JusticeForZainab,ZainabMurderCase","Zainab’s rapist & murderer, Imran has been caught - promises Police. They say the DNA matched & the beast accepts committing this crime. #JusticeForZainab #ZainabMurderCase",,
,,Jan 23,"#BREAKING...,JusticeForZainab",#BREAKING... Main accused in Zainab case arrested.....His name is Imran and a neighbor #JusticeForZainab,,
,,Jan 22,"Please,JusticeForZainab",Please Ppl If You Have A Heart Don't Let This #JusticeForZainab Die We Want Accountability If Not Provided RESIGN @CMShehbaz,,
,,Jan 21,"Tune,Lekin,JusticeforZainab","Tune into #Lekin on GeoNews at 7:05pm as we talk about the Killing and Murder of Intezar,Naqib Ullah and Maqsood by the hands of Police in Khi, the reality behind police encounters and #JusticeforZainab today.",,
,,Jan 21,"Probe,JusticeForZainab","Probe team gets 72 hours from Supreme Court to track down culprit behind Zainab rape & murder.
#JusticeForZainab https://www.arynews.tv/en/supreme-court-zainab-rape-murder-case/ …",,
,,Jan 20,"Lahore,JusticeForZainab","Lahore saw the highest number of child rape cases in 2016-17.
#JusticeForZainab
https://en.dailypakistan.com.pk/headline/lahore-tops-the-list-of-punjabs-cities-with-highest-number-of-child-rape-cases-in-2016-17/ …",,
,,Jan 20,"#JusticeForZainab,justiceForZanub,zainab,StopChildAbusepic.twitter.com/YCu6PxR1uP","#JusticeForZainab 
#justiceForZanub 
whenever see this innocent little girl #zainab , I become heartbroken, start thinking, that ,what type of society, we are living in , heart goes out for parents 
#StopChildAbusepic.twitter.com/YCu6PxR1uP",,
,,Jan 20,"This,JusticeForZainab","This is the Grave of Zainab.
May Allah Protect our Child from Rapist.
#JusticeForZainab pic.twitter.com/85HqCtEg99",,
,,Jan 20,"This,Zainab,JusticeForZainab","This is the place where body of #Zainab was found . 10 days passed yet her murderer and abuser rooms around freely .
#JusticeForZainab 
What are you doing Mr @CMShehbaz ????pic.twitter.com/HYNsxPUmt9",,
,,Jan 20,"Titled,Bohemia,JusticeforZainab","Titled 'Gumrah', the track paints a bleak picture of society and how humanity has lost its way. #Bohemia #JusticeforZainab
https://images.dawn.com/news/1179297 pic.twitter.com/VhGsWuO6Lc",,
,,Jan 20,"Why,Zainab,JusticeForZainab","Why the culprit of #Zainab has not been arrested still? Why @CMShehbaz is unable to find that man? If culprit does not have any influential support, then why he is still free? where has he gone? He disappeared or what?
#JusticeForZainab",,
,,Jan 19,"Newspaper,JusticeForZainab","Newspaper reports regarding yesterday's protest and candles vigil by People’s Youth Organisations Sindh for Zainab at Karachi Press club
#JusticeForZainab pic.twitter.com/97eI3d3vXN",,
,,Jan 19,"#BREAKING...Two,JusticeForZainab",#BREAKING...Two key suspects in Zainab murder case arrested https://www.dawn.com/news/1384054  #JusticeForZainab,,
,,Jan 19,"I,JusticeForZainab,NoMoreChildAbusepic.twitter.com/gdIMU0TX3D","I interviewed @NJLahori for BBC Urdu today. It was intense & emotional. Thank you for the faith Nadia, for speaking with openness & honesty even though this was a very tough interview. 
People, this is one not to miss. I will post the link
  #JusticeForZainab #NoMoreChildAbusepic.twitter.com/gdIMU0TX3D",,
,,Jan 19,"News,JusticeForZainab","News in channels regarding Candle Vigil & Protest for Zainab at Karachi Press club by People’s Youth Organization, Sindh.
Gen Sec PPP Sindh Waqar Mehdi, President PYO Sindh @JavedNLaghari President PPP Ladies Wing Dr Shahida Rehmani & 00s of Youth attended vigil
#JusticeForZainab pic.twitter.com/6j4kTKhjjf",,
